-0.000500,4.560000,,
-0.000500,4.480000,,
-0.000499,4.640000,,
-0.000499,4.560000,,
-0.000498,4.560000,,
-0.000498,4.720000,,
-0.000498,4.560000,,
-0.000497,4.560000,,
-0.000497,4.640000,,
-0.000496,4.720000,,
-0.000496,4.880000,,
-0.000496,4.800000,,
-0.000495,4.960000,,
-0.000495,5.120000,,
-0.000494,5.200000,,
-0.000494,5.280000,,
-0.000494,5.440000,,
-0.000493,5.520000,,
-0.000493,5.520000,,
-0.000492,5.600000,,
-0.000492,5.680000,,
-0.000492,5.760000,,
-0.000491,5.760000,,
-0.000491,5.920000,,
-0.000490,5.920000,,
-0.000490,6.080000,,
-0.000490,6.080000,,
-0.000489,6.160000,,
-0.000489,6.240000,,
-0.000488,6.320000,,
-0.000488,6.320000,,
-0.000488,6.400000,,
-0.000487,6.400000,,
-0.000487,6.480000,,
-0.000486,6.400000,,
-0.000486,6.560000,,
-0.000486,6.480000,,
-0.000485,6.560000,,
-0.000485,6.560000,,
-0.000484,6.640000,,
-0.000484,6.640000,,
-0.000484,6.640000,,
-0.000483,6.720000,,
-0.000483,6.640000,,
-0.000482,6.720000,,
-0.000482,6.720000,,
-0.000482,6.800000,,
-0.000481,6.800000,,
-0.000481,6.720000,,
-0.000480,6.720000,,
-0.000480,6.800000,,
-0.000480,6.640000,,
-0.000479,6.720000,,
-0.000479,6.720000,,
-0.000478,6.640000,,
-0.000478,6.640000,,
-0.000478,6.560000,,
-0.000477,6.560000,,
-0.000477,6.480000,,
-0.000476,6.560000,,
-0.000476,6.480000,,
-0.000476,6.400000,,
-0.000475,6.480000,,
-0.000475,6.400000,,
-0.000474,6.400000,,
-0.000474,6.320000,,
-0.000474,6.320000,,
-0.000473,6.240000,,
-0.000473,6.240000,,
-0.000472,6.240000,,
-0.000472,6.160000,,
-0.000472,6.000000,,
-0.000471,6.000000,,
-0.000471,5.920000,,
-0.000470,5.920000,,
-0.000470,5.920000,,
-0.000470,5.840000,,
-0.000469,5.760000,,
-0.000469,5.760000,,
-0.000468,5.680000,,
-0.000468,5.600000,,
-0.000468,5.520000,,
-0.000467,5.520000,,
-0.000467,5.520000,,
-0.000466,5.440000,,
-0.000466,5.280000,,
-0.000466,5.200000,,
-0.000465,5.280000,,
-0.000465,5.200000,,
-0.000464,5.200000,,
-0.000464,5.040000,,
-0.000464,4.960000,,
-0.000463,4.880000,,
-0.000463,4.960000,,
-0.000462,4.880000,,
-0.000462,4.880000,,
-0.000462,4.720000,,
-0.000461,4.720000,,
-0.000461,4.720000,,
-0.000460,4.640000,,
-0.000460,4.640000,,
-0.000460,4.560000,,
-0.000459,4.560000,,
-0.000459,4.480000,,
-0.000458,4.480000,,
-0.000458,4.400000,,
-0.000458,4.320000,,
-0.000457,4.320000,,
-0.000457,4.320000,,
-0.000456,4.320000,,
-0.000456,4.240000,,
-0.000456,4.160000,,
-0.000455,4.160000,,
-0.000455,4.160000,,
-0.000454,4.160000,,
-0.000454,4.160000,,
-0.000454,4.080000,,
-0.000453,4.000000,,
-0.000453,4.000000,,
-0.000452,4.000000,,
-0.000452,4.000000,,
-0.000452,4.000000,,
-0.000451,4.000000,,
-0.000451,3.920000,,
-0.000450,3.920000,,
-0.000450,3.920000,,
-0.000450,3.920000,,
-0.000449,3.920000,,
-0.000449,4.000000,,
-0.000448,3.920000,,
-0.000448,3.840000,,
-0.000448,3.920000,,
-0.000447,3.840000,,
-0.000447,3.920000,,
-0.000446,3.920000,,
-0.000446,4.000000,,
-0.000446,3.920000,,
-0.000445,4.000000,,
-0.000445,4.000000,,
-0.000444,4.000000,,
-0.000444,3.920000,,
-0.000444,3.920000,,
-0.000443,4.000000,,
-0.000443,4.000000,,
-0.000442,4.000000,,
-0.000442,4.080000,,
-0.000442,4.000000,,
-0.000441,4.160000,,
-0.000441,4.080000,,
-0.000440,4.160000,,
-0.000440,4.080000,,
-0.000440,4.240000,,
-0.000439,4.160000,,
-0.000439,4.160000,,
-0.000438,4.320000,,
-0.000438,4.320000,,
-0.000438,4.240000,,
-0.000437,4.320000,,
-0.000437,4.400000,,
-0.000436,4.400000,,
-0.000436,4.400000,,
-0.000436,4.400000,,
-0.000435,4.400000,,
-0.000435,4.480000,,
-0.000434,4.480000,,
-0.000434,4.640000,,
-0.000434,4.560000,,
-0.000433,4.640000,,
-0.000433,4.640000,,
-0.000432,4.640000,,
-0.000432,4.640000,,
-0.000432,4.720000,,
-0.000431,4.720000,,
-0.000431,4.720000,,
-0.000430,4.800000,,
-0.000430,4.800000,,
-0.000430,4.800000,,
-0.000429,4.880000,,
-0.000429,4.960000,,
-0.000428,4.960000,,
-0.000428,5.040000,,
-0.000428,4.960000,,
-0.000427,5.040000,,
-0.000427,5.040000,,
-0.000426,5.040000,,
-0.000426,5.040000,,
-0.000426,5.120000,,
-0.000425,5.040000,,
-0.000425,5.200000,,
-0.000424,5.120000,,
-0.000424,5.120000,,
-0.000424,5.200000,,
-0.000423,5.280000,,
-0.000423,5.200000,,
-0.000422,5.280000,,
-0.000422,5.200000,,
-0.000422,5.280000,,
-0.000421,5.360000,,
-0.000421,5.280000,,
-0.000420,5.360000,,
-0.000420,5.360000,,
-0.000420,5.280000,,
-0.000419,5.360000,,
-0.000419,5.360000,,
