2.52E-04	4.65E+00
2.52E-04	4.65E+00
2.52E-04	4.66E+00
2.52E-04	4.67E+00
2.52E-04	4.68E+00
2.52E-04	4.69E+00
2.52E-04	4.70E+00
2.52E-04	4.70E+00
2.52E-04	4.71E+00
2.52E-04	4.72E+00
2.53E-04	4.74E+00
2.53E-04	4.75E+00
2.53E-04	4.77E+00
2.53E-04	4.79E+00
2.53E-04	4.81E+00
2.53E-04	4.88E+00
2.54E-04	5.13E+00
2.55E-04	5.37E+00
2.56E-04	5.59E+00
2.56E-04	5.80E+00
2.57E-04	5.99E+00
2.58E-04	6.17E+00
2.59E-04	6.34E+00
2.60E-04	6.45E+00
2.60E-04	6.55E+00
2.61E-04	6.64E+00
2.62E-04	6.72E+00
2.62E-04	6.79E+00
2.63E-04	6.85E+00
2.63E-04	6.91E+00
2.65E-04	6.99E+00
2.65E-04	7.01E+00
2.66E-04	7.02E+00
2.66E-04	7.03E+00
2.67E-04	7.03E+00
2.67E-04	7.03E+00
2.68E-04	7.02E+00
2.68E-04	7.00E+00
2.69E-04	6.98E+00
2.69E-04	6.96E+00
2.70E-04	6.93E+00
2.71E-04	6.86E+00
2.72E-04	6.77E+00
2.73E-04	6.67E+00
2.74E-04	6.55E+00
2.74E-04	6.49E+00
2.75E-04	6.42E+00
2.75E-04	6.35E+00
2.76E-04	6.28E+00
2.76E-04	6.21E+00
2.77E-04	6.14E+00
2.77E-04	6.06E+00
2.78E-04	5.98E+00
2.78E-04	5.90E+00
2.79E-04	5.83E+00
2.79E-04	5.74E+00
2.80E-04	5.66E+00
2.80E-04	5.58E+00
2.81E-04	5.50E+00
2.81E-04	5.42E+00
2.82E-04	5.34E+00
2.82E-04	5.26E+00
2.82E-04	5.18E+00
2.83E-04	5.10E+00
2.83E-04	5.02E+00
2.84E-04	4.94E+00
2.84E-04	4.86E+00
2.85E-04	4.79E+00
2.85E-04	4.72E+00
2.86E-04	4.64E+00
2.86E-04	4.57E+00
2.87E-04	4.51E+00
2.87E-04	4.44E+00
2.88E-04	4.38E+00
2.88E-04	4.32E+00
2.89E-04	4.26E+00
2.89E-04	4.20E+00
2.90E-04	4.15E+00
2.90E-04	4.10E+00
2.91E-04	4.05E+00
2.91E-04	4.01E+00
2.92E-04	3.93E+00
2.93E-04	3.86E+00
2.95E-04	3.78E+00
2.96E-04	3.73E+00
2.97E-04	3.71E+00
2.98E-04	3.70E+00
2.98E-04	3.70E+00
2.99E-04	3.70E+00
